id,cid,usn,ease,ivl,lastIvl,factor,time,type
1645553389176,1629386634613,5,3,-600,-60,0,3295,0
1645553389178,1629386634614,5,3,-600,-60,0,3087,0
1645553389179,1629386634615,5,3,-600,-60,0,5345,0
1645553389180,1629386634616,5,3,-600,-60,0,3515,0
1645553389181,1629386634617,5,3,-600,-60,0,3487,0
1645553406945,1629386634618,5,3,-600,-60,0,3130,0
1645553406955,1629386634619,5,3,-600,-60,0,4286,0
1645553406957,1629386634620,5,3,-600,-60,0,3135,0
1645553406959,1629386634621,5,3,-600,-60,0,4631,0
1645553406961,1629386634622,5,3,-600,-60,0,2521,0
1645553428088,1629386634623,5,3,-600,-60,0,3356,0
1645553428099,1629386634624,5,3,-600,-60,0,3258,0
1645553428100,1629386634625,5,3,-600,-60,0,3847,0
1645553428101,1629386634626,5,3,-600,-60,0,2976,0
1645553428102,1629386634611,5,3,-600,-60,0,7627,0
1645553465505,1629386634606,5,3,1,-600,2500,5608,0
1645553465506,1629386634605,5,3,1,-600,2500,3638,0
1645553465507,1629386634612,5,3,1,-600,2500,12156,0
1645553465508,1629386634604,5,3,1,-600,2500,7819,0
1645553465519,1629386634608,5,2,-600,-600,0,8119,0
1645553523383,1629386634603,5,4,4,-600,2500,14973,0
1645553523384,1629386634619,5,4,4,-600,2500,2615,0
1645553523385,1629386634621,5,3,1,-600,2500,27550,0
1645553523386,1629386634618,5,3,1,-600,2500,8072,0
1645553523387,1629386634609,5,4,4,-600,2500,4586,0
1645553591286,1629386634607,5,3,1,-600,2500,7582,0
1645553591287,1629386634620,5,3,1,-600,2500,17709,0
1645553591288,1629386634622,5,2,-600,-600,0,27619,0
1645554765063,1629386634610,5,2,-600,-600,0,14478,0
1645554765064,1629386634614,5,3,1,-600,2500,8249,0
1645554765065,1629386634615,5,4,4,-600,2500,6815,0
1645554765075,1629386634617,5,3,1,-600,2500,6153,0
1645554765076,1629386634613,5,3,1,-600,2500,9493,0
1645554831921,1629386634624,5,3,1,-600,2500,16640,0
1645554831922,1629386634611,5,3,1,-600,2500,4295,0
1645554831933,1629386634608,5,3,1,-600,2500,7158,0
1645554831944,1629386634625,5,3,1,-600,2500,9989,0
1645554831955,1629386634616,5,3,1,-600,2500,28617,0
1645554894043,1629386634626,5,4,3,-600,2500,9905,0
1645554894044,1629386634623,5,4,4,-600,2500,13715,0
1645554894045,1629386634622,5,2,-600,-600,0,25473,0
1645554894056,1629386634610,5,3,1,-600,2500,12820,0
1645554902393,1629386634622,5,3,1,-600,2500,8185,0
1645601768976,1629386634604,5,4,4,1,2650,13872,1
1645601768977,1629386634617,5,3,3,1,2500,5540,1
1645601768978,1629386634611,5,4,4,1,2650,7944,1
1645601768979,1629386634621,5,4,4,1,2650,11309,1
1645601768990,1629386634613,5,4,4,1,2650,7653,1
1645601806485,1629386634612,5,4,4,1,2650,8386,1
1645601806496,1629386634614,5,2,2,1,2350,5560,1
1645601806497,1629386634605,5,4,4,1,2650,4858,1
1645601806508,1629386634610,5,2,2,1,2350,12192,1
1645601806519,1629386634607,5,4,4,1,2650,6430,1
1645601858954,1629386634624,5,3,3,1,2500,18313,1
1645601858965,1629386634608,5,4,4,1,2650,6916,1
1645601858976,1629386634625,5,4,4,1,2650,6171,1
1645601858977,1629386634616,5,3,3,1,2500,13550,1
1645601858988,1629386634622,5,3,3,1,2500,7451,1
1645601876201,1629386634618,5,3,3,1,2500,6407,1
1645601876202,1629386634606,5,4,4,1,2650,6578,1
1645601876203,1629386634620,5,2,2,1,2350,4135,1
1645601982563,1645552013814,5,3,3,1,2500,49586,1
1645601982574,1645552109302,5,3,3,1,2500,13500,1
1645601982575,1645552031136,5,3,3,1,2500,7037,1
1645601982585,1645552120536,5,4,4,1,2650,5994,1
1645601982586,1645552051661,5,4,4,1,2650,3037,1
1645602003637,1645552146534,5,4,4,1,2650,4522,1
1645602003648,1645552129988,5,2,2,1,2350,5072,1
1645602003659,1645552125595,5,3,3,1,2500,3782,1
1645602003670,1645552134203,5,4,4,1,2650,3419,1
1645602003681,1645552096119,5,3,3,1,2500,4191,1
1645602028718,1645552025132,5,4,4,1,2650,4755,1
1645602028719,1645552036070,5,4,4,1,2650,7593,1
1645602028720,1645552071525,5,3,3,1,2500,4683,1
1645602028721,1645551987372,5,4,4,1,2650,3206,1
1645602028731,1645552115210,5,4,4,1,2650,4747,1
1645602089105,1645552047643,5,3,3,1,2500,10521,1
1645602089106,1645552153688,5,4,4,1,2650,6816,1
1645602089107,1645552139554,5,4,4,1,2650,4016,1
1645602089117,1645552041058,5,4,4,1,2650,2743,1
1645602089118,1645552084019,5,3,3,1,2500,36188,1
1645602107131,1645552079883,5,3,3,1,2500,2614,1
1645602107142,1645552061522,5,2,2,1,2350,3429,1
1645602107152,1645552019578,5,3,3,1,2500,4447,1
1645602107153,1645552065942,5,4,4,1,2650,7476,1
1645730147795,1629386594817,8,3,-600,-60,0,8605,0
1645730147796,1629386594819,8,2,-330,-60,0,6115,0
1645730147797,1629386594820,8,3,-600,-60,0,3804,0
1645730147798,1629386594821,8,2,-330,-60,0,4794,0
1645730147799,1629386594822,8,2,-330,-60,0,4892,0
1645730162516,1629386594823,8,3,-600,-60,0,3657,0
1645730162517,1629386594824,8,3,-600,-60,0,5376,0
1645730162527,1629386594825,8,3,-600,-60,0,2751,0
1645782153607,1645552061522,8,3,4,2,2350,7576,1
1645782153608,1645552129988,8,2,3,2,2200,6605,1
1645782272299,1629386634620,8,3,4,2,2350,13159,1
1645782272300,1629386634614,8,2,3,2,2200,11057,1
1645782272301,1629386634610,8,3,4,2,2350,8049,1
1645782272312,1629386634626,8,4,9,3,2650,12159,1
1645951591908,1629386634619,8,3,11,4,2500,5586,1
1645951591910,1629386634609,8,3,12,4,2500,7679,1
1645951591921,1629386634624,8,4,11,3,2650,3899,1
1645951591932,1629386634603,8,4,18,4,2650,3501,1
1645951591933,1629386634618,8,3,9,3,2500,6592,1
1645951625722,1629386634617,8,4,13,3,2650,6265,1
1645951625723,1629386634623,8,4,17,4,2650,3608,1
1645951625724,1629386634616,8,4,11,3,2650,14874,1
1645951625734,1629386634622,8,4,15,3,2650,3821,1
1645951625735,1629386634615,8,4,17,4,2650,5090,1
1645951648893,1629386634613,8,4,15,4,2800,6388,1
1645951648894,1629386634611,8,4,14,4,2800,3114,1
1645951648895,1629386634621,8,4,13,4,2800,4663,1
1645951648896,1629386634608,8,3,8,4,2650,5608,1
1645951648907,1629386634625,8,4,15,4,2800,3182,1
1645951663702,1629386634605,8,4,12,4,2800,2028,1
1645951663703,1629386634612,8,4,14,4,2800,3007,1
1645951663714,1629386634604,8,3,11,4,2650,2718,1
1645951663715,1629386634607,8,4,13,4,2800,4869,1
1645951663726,1629386634606,8,3,11,4,2650,2049,1
1645951715007,1629386594819,8,3,-600,-60,0,8152,0
1645951715008,1629386594822,8,3,-600,-60,0,7578,0
1645951715019,1629386594821,8,3,-600,-60,0,3700,0
1645951715030,1629386594824,8,3,1,-600,2500,10877,0
1645951715041,1629386594817,8,4,4,-600,2500,5527,0
1645951731705,1629386594823,8,3,1,-600,2500,8612,0
1645951731716,1629386594820,8,4,5,-600,2500,2699,0
1645951731727,1629386594825,8,4,5,-600,2500,5170,0
1645951758445,1629386594826,8,3,-600,-60,0,7720,0
1645951758446,1629386594827,8,4,5,-60,2500,2760,0
1645951758447,1629386594828,8,4,4,-60,2500,5494,0
1645951758458,1629386594829,8,4,3,-60,2500,4769,0
1645951758469,1629386594830,8,4,3,-60,2500,5851,0
1645951781874,1629386594831,8,4,3,-60,2500,2422,0
1645951781875,1629386594832,8,4,5,-60,2500,4976,0
1645951781876,1629386594833,8,4,4,-60,2500,4379,0
1645951781887,1629386594834,8,4,4,-60,2500,3113,0
1645951781888,1629386594835,8,4,3,-60,2500,8381,0
1645951803231,1629386594836,8,3,-600,-60,0,3384,0
1645951803232,1629386594837,8,3,-600,-60,0,2708,0
1645951803243,1629386594838,8,4,5,-60,2500,9894,0
1645951803254,1629386594839,8,4,4,-60,2500,2094,0
1645951803265,1629386594840,8,4,4,-60,2500,3148,0
1645951825708,1629386594841,8,4,5,-60,2500,2734,0
1645951825709,1629386594821,8,4,5,-600,2500,4488,0
1645951825720,1629386594819,8,4,5,-600,2500,3519,0
1645951825730,1629386594822,8,4,4,-600,2500,3718,0
1645951825731,1629386594826,8,3,1,-600,2500,7863,0
1645951848082,1629386594837,8,3,1,-600,2500,16723,0
1645951848083,1629386594836,8,4,3,-600,2500,5490,0
1646148724588,1629386634614,8,3,7,3,2200,5886,1
1646148724590,1629386634620,8,3,10,4,2350,3733,1
1646148724601,1629386634610,8,4,10,4,2500,3031,1
1646380756892,1645552071525,8,3,14,3,2500,8562,1
1646380756894,1645552079883,8,4,33,3,2650,2875,1
1646380756905,1645552047643,8,4,25,3,2650,3264,1
1646380756916,1645552013814,8,4,33,3,2650,2281,1
1646380756927,1645552031136,8,4,27,3,2650,2533,1
1646380768568,1645552019578,8,4,25,3,2650,2006,1
1646380768569,1645552096119,8,4,33,3,2650,2460,1
1646380768579,1645552084019,8,4,33,3,2650,2178,1
1646380768580,1645552109302,8,4,27,3,2650,2138,1
1646380768591,1645552125595,8,4,25,3,2650,2633,1
1646380784838,1645552025132,8,4,33,4,2800,2524,1
1646380784839,1645551987372,8,4,32,4,2800,1735,1
1646380784850,1645552139554,8,3,15,4,2650,4590,1
1646380784860,1645552153688,8,4,32,4,2800,3970,1
1646380784861,1645552036070,8,3,17,4,2650,3276,1
1646380798337,1645552065942,8,3,16,4,2650,2757,1
1646380798338,1645552134203,8,4,29,4,2800,2007,1
1646380798339,1645552120536,8,4,35,4,2800,2203,1
1646380798340,1645552041058,8,4,33,4,2800,3609,1
1646380798350,1645552051661,8,3,17,4,2650,2783,1
1646380808339,1645552146534,8,4,27,4,2800,2368,1
1646380808340,1645552115210,8,3,15,4,2650,3157,1
1646380808341,1645552129988,8,4,18,3,2350,2190,1
1646380808352,1645552061522,8,4,20,4,2500,2082,1
1646380844201,1629386594823,8,4,14,1,2650,7123,1
1646380844202,1629386594837,8,3,6,1,2500,7968,1
1646380844203,1629386594826,8,4,14,1,2650,7515,1
1646380844204,1629386594824,8,3,5,1,2500,5009,1
1646380844215,1629386594835,8,4,14,3,2650,3868,1
1646380870678,1629386594836,8,3,11,3,2500,3263,1
1646380870679,1629386594831,8,4,17,3,2650,4811,1
1646380870680,1629386594829,8,4,18,3,2650,6315,1
1646380870691,1629386594830,8,4,14,3,2650,7326,1
1646380870702,1629386594839,8,4,14,4,2650,4554,1
1646380901628,1629386594840,8,3,9,4,2500,2899,1
1646380901629,1629386594834,8,4,14,4,2650,3578,1
1646380901630,1629386594828,8,4,15,4,2650,9769,1
1646380901631,1629386594833,8,4,15,4,2650,9550,1
1646380901641,1629386594822,8,4,18,4,2650,4991,1
1646380937273,1629386594817,8,4,15,4,2650,4967,1
1646380937274,1629386594825,8,4,15,5,2650,16670,1
1646380937275,1629386594821,8,4,18,5,2650,4377,1
1646380937276,1629386594819,8,4,16,5,2650,5446,1
1646380937286,1629386594832,8,4,14,5,2650,4069,1
1646380956484,1629386594838,8,4,18,5,2650,5407,1
1646380956485,1629386594820,8,4,16,5,2650,2590,1
1646380956496,1629386594827,8,4,15,5,2650,3934,1
1646380956506,1629386594841,8,4,15,5,2650,7178,1
1646416621017,1646416509149,10,4,3,-60,2500,5281,0
1646416621018,1646416509150,10,3,-600,-60,0,8646,0
1646416621019,1646416509151,10,4,3,-60,2500,3108,0
1646416621020,1646416509152,10,4,3,-60,2500,5047,0
1646416621021,1646416509153,10,2,-330,-60,0,6344,0
1646416665795,1646416509154,10,4,3,-60,2500,8293,0
1646416665796,1646416509155,10,3,-600,-60,0,16049,0
1646416665797,1646416509156,10,3,-600,-60,0,8045,0
1646416665798,1646416509157,10,3,-600,-60,0,5201,0
1646416665799,1646416509158,10,4,4,-60,2500,7104,0
1646416693649,1646416509159,10,4,3,-60,2500,5427,0
1646416693651,1646416509160,10,4,3,-60,2500,5805,0
1646416693652,1646416509161,10,4,4,-60,2500,4232,0
1646416693653,1646416509162,10,4,5,-60,2500,6276,0
1646416693654,1646416509163,10,4,4,-60,2500,6032,0
1646416727378,1646416509164,10,4,5,-60,2500,2225,0
1646416727379,1646416509165,10,3,-600,-60,0,3790,0
1646416727380,1646416509166,10,4,5,-60,2500,6565,0
1646416727381,1646416509167,10,4,3,-60,2500,16906,0
1646416727382,1646416509168,10,4,3,-60,2500,4151,0
1646416763828,1646416509169,10,4,3,-60,2500,6025,0
1646416763829,1646416509170,10,4,3,-60,2500,4547,0
1646416763830,1646416509171,10,4,5,-60,2500,18329,0
1646416763831,1646416509172,10,4,4,-60,2500,3718,0
1646416763832,1646416509153,10,4,3,-60,2500,3742,0
1646416777615,1646416509156,10,4,5,-600,2500,7017,0
1646416777616,1646416509150,10,4,3,-600,2500,3669,0
1646642092509,1646416509157,11,4,3,-600,2500,15577,0
1646642092511,1646416509155,11,4,4,-600,2500,28746,0
1646642092512,1646416509165,11,4,5,-600,2500,15080,0
1646642092513,1646416509169,11,3,8,3,2500,13040,1
1646642092524,1646416509154,11,4,11,3,2650,4287,1
1646642121123,1646416509149,11,4,11,3,2650,3502,1
1646642121124,1646416509150,11,4,9,3,2650,5346,1
1646642121135,1646416509167,11,4,10,3,2650,10657,1
1646642121146,1646416509170,11,4,9,3,2650,6294,1
1646642121157,1646416509160,11,4,11,3,2650,2642,1
1646642239289,1646416509173,11,4,3,-60,2500,35566,0
1646642239290,1646416509174,11,4,3,-60,2500,11539,0
1646642239301,1646416509175,11,4,4,-60,2500,51161,0
1646642239312,1646416509176,11,4,5,-60,2500,4076,0
1646642239323,1646416509177,11,4,4,-60,2500,15658,0
1646642276967,1646416509151,11,4,9,3,2650,3050,1
1646642276968,1646416509153,11,4,7,3,2650,10128,1
1646642276969,1646416509152,11,4,7,3,2650,5791,1
1646642276980,1646416509159,11,4,8,3,2650,15121,1
1646642276991,1646416509168,11,4,9,3,2650,3461,1
1646642331544,1629386634626,11,4,33,9,2800,21010,1
1646642331545,1629386634608,11,4,23,8,2800,11398,1
1646735317765,1646416509172,11,4,15,4,2650,2873,1
1646735317768,1646416509163,11,4,11,4,2650,17746,1
1646735317779,1646416509161,11,4,11,4,2650,4866,1
1646735317790,1646416509158,11,3,9,4,2500,2467,1
1646735317800,1646416509178,11,4,3,-60,2500,2212,0
1646735345156,1646416509179,11,3,-600,-60,0,2163,0
1646735345157,1646416509180,11,4,5,-60,2500,2150,0
1646735345168,1646416509181,11,3,-600,-60,0,15427,0
1646735345169,1646416509182,11,4,3,-60,2500,2532,0
1646735345180,1646416509183,11,4,5,-60,2500,3631,0
1646735385729,1646416509184,11,4,4,-60,2500,21081,0
1646735385730,1646416509185,11,4,4,-60,2500,7009,0
1646735385731,1646416509186,11,3,-600,-60,0,2457,0
1646735385732,1646416509187,11,4,5,-60,2500,2783,0
1646735385743,1646416509188,11,4,5,-60,2500,7090,0
1646735472715,1646416509189,11,4,4,-60,2500,34709,0
1646735472716,1646416509190,11,4,3,-60,2500,23439,0
1646735472717,1646416509191,11,4,3,-60,2500,4577,0
1646735472727,1646416509192,11,4,3,-60,2500,20095,0
1646735472728,1646416509193,11,3,-600,-60,0,3691,0
1646735513513,1646416509194,11,4,4,-60,2500,7058,0
1646735513514,1646416509195,11,4,4,-60,2500,5073,0
1646735513515,1646416509196,11,4,3,-60,2500,10806,0
1646735513516,1646416509197,11,4,3,-60,2500,2801,0
1646735513527,1646416509198,11,4,5,-60,2500,14840,0
1647506265955,1629386634614,11,4,46,7,2350,31371,1
1647506265958,1629386634618,11,3,32,9,2500,5960,1
1647506265959,1629386634616,11,4,60,11,2800,4042,1
1647506265960,1629386634624,11,4,59,11,2800,3771,1
1647506265971,1629386634606,11,4,58,11,2800,5287,1
1647506294404,1629386634604,11,4,66,11,2800,2696,1
1647506294405,1629386634619,11,4,61,11,2650,2220,1
1647506294406,1629386634605,11,4,65,12,2950,3522,1
1647506294407,1629386634609,11,4,61,12,2650,3556,1
1647506294418,1629386634610,11,3,32,10,2500,16222,1
1647506367603,1646416509179,11,4,3,-600,2500,8565,0
1647506367604,1646416509181,11,4,5,-600,2500,2724,0
1647506367615,1646416509186,11,4,3,-600,2500,1931,0
1647506367625,1646416509193,11,4,3,-600,2500,2395,0
1647506367626,1646416509199,11,3,-600,-60,0,2471,0
1647506406739,1646416509166,11,4,44,5,2650,2317,1
1647506406740,1646416509164,11,4,39,5,2650,2023,1
1647506406741,1646416509156,11,4,45,5,2650,17264,1
1647506406752,1646416509162,11,4,46,5,2650,4389,1
1647506406763,1646416509171,11,4,40,5,2650,12847,1
1647506440293,1646416509200,11,4,3,-60,2500,6761,0
1647506440303,1646416509201,11,4,5,-60,2500,4172,0
1647506440305,1646416509202,11,4,5,-60,2500,15714,0
1647506440316,1646416509203,11,4,4,-60,2500,1965,0
1647506440327,1646416509204,11,4,3,-60,2500,4699,0
1647506489201,1646416509173,11,4,31,3,2650,5976,1
1647506489211,1646416509174,11,4,30,3,2650,5705,1
1647506489212,1646416509157,11,3,15,3,2500,1903,1
1647506489222,1646416509155,11,4,35,4,2650,22370,1
1647506489223,1646416509190,11,4,28,3,2650,12825,1
1660826899426,1582127263839,15,1,-60,-60,0,60000,0
1660826911811,1582127263840,15,1,-60,-60,0,12327,0
1660826976523,1599601956008,16,4,5,-60,2500,28633,0
1660826986883,1599601956009,16,4,3,-60,2500,10356,0
1660826991206,1599601956010,16,3,-600,-60,0,4266,0
1660826995170,1599601956011,16,3,-600,-60,0,3906,0
1660827007835,1599601956012,16,1,-60,-60,0,12608,0
1660827017282,1599601956013,16,3,-600,-60,0,9444,0
1660827019628,1599601956014,16,4,5,-60,2500,2289,0
1660827025669,1599601956015,16,4,5,-60,2500,5982,0
1660827029731,1599601956016,16,4,5,-60,2500,4058,0
1660827034649,1599601956017,16,4,3,-60,2500,4861,0
1660827041952,1599601956018,16,2,-330,-60,0,7301,0
1660827045838,1599601956019,16,4,5,-60,2500,3883,0
1660827050011,1599601956020,16,3,-600,-60,0,4116,0
1660827054968,1599601956021,16,4,4,-60,2500,4899,0
1660827066899,1599601956022,16,3,-600,-60,0,11929,0
1660827074987,1599601956023,16,3,-600,-60,0,8028,0
1660827083906,1599601956012,16,1,-60,-60,0,8861,0
1660827090701,1599601956024,16,1,-60,-60,0,6736,0
1660827095596,1599601956025,16,3,-600,-60,0,4836,0
1660827099592,1599601956026,16,3,-600,-60,0,3993,0
1660827104120,1599601956027,16,3,-600,-60,0,4472,0
1660827106370,1599601956028,16,4,5,-60,2500,2193,0
1660827108974,1599601956029,16,4,4,-60,2500,2547,0
1660827115819,1599601956012,16,1,-60,-60,0,6788,0
1660827123105,1599601956024,16,2,-330,-60,0,7241,0
1660827131765,1599601956012,16,3,-600,-60,0,8601,0
1660827137782,1599601956018,16,1,-60,-60,0,5960,0
1660827144666,1599601956024,16,2,-330,-60,0,6827,0
1660827152580,1599601956018,16,3,-600,-60,0,7855,0
1660827155819,1599601956024,16,3,-600,-60,0,3181,0
1660827158419,1599601956010,16,4,3,-600,2500,2542,0
1660827162758,1599601956023,16,4,5,-600,2500,4282,0
1660827167511,1599601956025,16,3,1,-600,2500,4695,0
1660827170109,1599601956020,16,4,3,-600,2500,2585,0
1660827172824,1599601956027,16,4,4,-600,2500,2703,0
1660827175134,1599601956011,16,3,1,-600,2500,2308,0
1660827177526,1599601956013,16,3,1,-600,2500,2334,0
1660827181714,1599601956022,16,4,3,-600,2500,4181,0
1660827184411,1599601956026,16,4,3,-600,2500,2640,0
1660827191482,1599601956024,16,3,1,-600,2500,7012,0
1660827195367,1599601956012,16,3,1,-600,2500,3827,0
1660827199509,1599601956018,16,3,1,-600,2500,4083,0
1660902822467,1599601956012,17,1,-600,1,2300,18941,1
1660902822469,1599601956011,17,3,3,1,2500,2869,1
1660902822470,1599601956013,17,4,4,1,2650,2286,1
1660902822471,1599601956025,17,3,3,1,2500,12552,1
1660902822472,1599601956024,17,1,-600,1,2300,6598,1
1660902866051,1599601956018,17,1,-600,1,2300,12762,1
1660902866053,1599601956030,17,3,-600,-60,0,4214,0
1660902866054,1599601956031,17,3,-600,-60,0,2969,0
1660902866055,1599601956032,17,3,-600,-60,0,3210,0
1660902866056,1599601956033,17,3,-600,-60,0,19480,0
1660902912316,1599601956034,17,1,-60,-60,0,11232,0
1660902912317,1599601956035,17,1,-60,-60,0,5600,0
1660902912318,1599601956036,17,3,-600,-60,0,6216,0
1660902912319,1599601956037,17,3,-600,-60,0,4073,0
1660902912320,1599601956038,17,1,-60,-60,0,18543,0
1660902961594,1599601956039,17,1,-60,-60,0,35034,0
1660902961595,1599601956040,17,3,-600,-60,0,2662,0
1660902961596,1599601956041,17,1,-60,-60,0,5334,0
1660902961597,1599601956042,17,3,-600,-60,0,2757,0
1660902961598,1599601956030,17,3,1,-600,2500,2955,0
1660902977972,1599601956034,17,1,-60,-60,0,3831,0
1660902977973,1599601956035,17,1,-60,-60,0,3450,0
1660902977974,1599601956038,17,1,-60,-60,0,2342,0
1660902977975,1599601956024,17,1,-600,-600,2300,2441,2
1660902977976,1599601956039,17,3,-600,-60,0,4060,0
1660902999488,1599601956041,17,3,-600,-60,0,5599,0
1660902999499,1599601956033,17,3,1,-600,2500,3906,0
1660902999500,1599601956031,17,3,1,-600,2500,4371,0
1660902999511,1599601956012,17,1,-600,-600,2300,5168,2
1660902999521,1599601956032,17,3,1,-600,2500,2280,0
1660903033433,1599601956036,17,3,1,-600,2500,7782,0
1660903033434,1599601956018,17,3,1,-600,2300,20292,2
1660903033435,1599601956037,17,3,1,-600,2500,2096,0
1660903033436,1599601956042,17,3,1,-600,2500,1943,0
1660903033437,1599601956040,17,3,1,-600,2500,1602,0
1660903050709,1599601956034,17,1,-60,-60,0,3949,0
1660903050710,1599601956035,17,1,-60,-60,0,2531,0
1660903050711,1599601956038,17,3,-600,-60,0,2967,0
1660903050712,1599601956024,17,3,1,-600,2300,4790,2
1660903050713,1599601956041,17,3,1,-600,2500,2761,0
1660903058247,1599601956012,17,3,1,-600,2300,3160,2
1660903058248,1599601956039,17,3,1,-600,2500,4259,0
1660903072367,1599601956034,17,3,-600,-60,0,5466,0
1660903072368,1599601956035,17,3,-600,-60,0,8537,0
1660903077511,1599601956038,17,3,1,-600,2500,2112,0
1660903077512,1599601956035,17,3,1,-600,2500,2908,0
1660903081029,1599601956034,17,3,1,-600,2500,3426,0
1661098084385,1599601956033,18,3,3,1,2500,12490,1
1661098088311,1599601956034,18,1,-600,1,2300,3887,1
1661098090636,1599601956043,18,3,-600,-60,0,2319,0
1661098094003,1599601956035,18,3,3,1,2500,3357,1
1661098096950,1599601956044,18,3,-600,-60,0,2944,0
1661098099256,1599601956042,18,3,3,1,2500,2304,1
1661098102055,1599601956045,18,3,-600,-60,0,2797,0
1661098104115,1599601956037,18,3,3,1,2500,2049,1
1661098106357,1599601956046,18,3,-600,-60,0,2230,0
1661098109256,1599601956012,18,1,-600,1,2100,2897,1
1661098112301,1599601956047,18,3,-600,-60,0,3042,0
1661098115186,1599601956024,18,1,-600,1,2100,2876,1
1661098121183,1599601956048,18,1,-60,-60,0,5987,0
1661098123271,1599601956041,18,3,3,1,2500,2085,1
1661098125505,1599601956049,18,1,-60,-60,0,2221,0
1661098127991,1599601956018,18,3,3,1,2300,2484,1
1661098131474,1599601956050,18,3,-600,-60,0,3471,0
1661098133633,1599601956036,18,3,3,1,2500,2155,1
1661098135783,1599601956051,18,3,-600,-60,0,2139,0
1661098138686,1599601956031,18,3,3,1,2500,2900,1
1661098141920,1599601956052,18,1,-60,-60,0,3224,0
1661098144457,1599601956039,18,3,3,1,2500,2527,1
1661098146829,1599601956053,18,1,-60,-60,0,2360,0
1661098150059,1599601956032,18,3,3,1,2500,3220,1
1661098152552,1599601956054,18,3,-600,-60,0,2482,0
1661098155119,1599601956030,18,3,3,1,2500,2555,1
