id_book,page,start_time,duration,total_pages
2,87,1704580517,81,343
2,92,1704580956,44,343
2,90,1704580873,61,343
2,86,1704580448,32,343
2,97,1704581247,67,343
2,94,1704581053,46,343
2,89,1704580722,120,343
2,85,1704580427,21,343
2,93,1704581000,53,343
2,96,1704581164,41,343
2,96,1704581208,39,343
2,98,1704581314,23,343
2,97,1704662903,46,343
2,98,1704662852,48,343
2,98,1704662949,120,343
2,105,1704663835,63,343
2,103,1704663675,67,343
2,106,1704663898,105,343
2,98,1704663331,5,343
2,107,1704664003,68,343
2,101,1704663539,28,343
2,108,1704664078,120,343
2,99,1704663301,30,343
2,99,1704663336,69,343
2,99,1704663407,43,343
2,104,1704663742,93,343
2,100,1704663450,89,343
2,100,1704663567,67,343
2,102,1704663637,38,343
2,109,1704664249,111,343
2,109,1704664362,63,343
2,114,1704664674,49,343
2,110,1704664425,83,343
2,115,1704664723,94,343
2,111,1704664508,8,343
2,111,1704664519,54,343
2,116,1704664817,87,343
2,112,1704664573,34,343
2,113,1704664607,67,343
2,122,1704749783,43,343
2,118,1704749491,85,343
2,123,1704749826,90,343
2,119,1704749576,108,343
2,126,1704750005,107,343
2,125,1704749940,65,343
2,120,1704749689,52,343
2,116,1704749266,53,343
2,116,1704749326,20,343
2,124,1704749916,24,343
2,121,1704749741,42,343
2,117,1704749174,88,343
2,117,1704749319,7,343
2,117,1704749346,120,343
2,132,1704750441,36,343
2,133,1704750477,91,343
2,141,1704750852,120,343
2,134,1704750568,31,343
2,140,1704750839,13,343
2,127,1704750112,76,343
2,139,1704750810,29,343
2,136,1704750721,13,343
2,136,1704750736,43,343
2,128,1704750188,73,343
2,129,1704750261,58,343
2,138,1704750798,12,343
2,130,1704750319,66,343
2,137,1704750779,19,343
2,131,1704750388,32,343
2,131,1704750422,19,343
2,135,1704750599,120,343
2,142,1704836134,120,343
2,142,1704836441,56,343
2,141,1704922953,32,343
2,140,1704923150,21,343
2,141,1704923007,16,343
2,141,1704923171,120,343
2,141,1704923375,109,343
2,134,1704923075,6,343
2,145,1704923888,15,343
2,144,1704923779,109,343
2,136,1704923037,21,343
2,137,1704923058,6,343
2,143,1704923571,19,343
2,143,1704923596,120,343
2,139,1704923026,6,343
2,139,1704923090,60,343
2,142,1704923484,87,343
2,147,1704923935,99,343
2,146,1704923903,32,343
2,153,1704924459,59,343
2,152,1704924384,6,343
2,152,1704924400,59,343
2,151,1704924329,55,343
2,151,1704924390,10,343
2,150,1704924188,120,343
2,149,1704924166,22,343
2,148,1704924034,120,343
2,155,1705009017,114,343
2,154,1705008695,92,343
2,154,1705008822,10,343
2,154,1705008855,120,343
2,153,1705008787,33,343
2,153,1705008832,23,343
2,160,1705009395,80,343
2,159,1705009310,85,343
2,163,1705009598,85,343
2,158,1705009228,76,343
2,162,1705009499,99,343
2,157,1705009154,74,343
2,161,1705009475,24,343
2,156,1705009131,23,343
2,170,1705010223,40,343
2,169,1705010114,109,343
2,168,1705010011,103,343
2,167,1705009963,48,343
2,166,1705009810,120,343
2,165,1705009746,64,343
2,164,1705009683,63,343
2,172,1705010313,95,343
2,171,1705010263,50,343
2,173,1705096009,120,343
2,178,1705096690,16,343
2,179,1705096706,44,343
2,176,1705096595,72,343
2,177,1705096667,23,343
2,175,1705096515,71,343
2,182,1705096913,55,343
2,174,1705096299,120,343
2,183,1705096968,29,343
2,173,1705096192,107,343
2,180,1705096750,30,343
2,185,1705097014,67,343
2,185,1705097083,54,343
2,181,1705096780,100,343
2,181,1705096883,30,343
2,184,1705096997,17,343
2,186,1705097137,94,343
2,186,1705097343,9,343
2,187,1705097231,99,343
2,187,1705097355,32,343
2,188,1705097330,10,343
2,188,1705097387,82,343
2,189,1705097469,83,343
2,190,1705097552,17,343
2,191,1705144568,27,343
2,191,1705144770,85,343
2,191,1705145353,42,343
2,191,1705145593,22,343
2,191,1705145620,37,343
2,191,1705147120,63,343
2,197,1705147185,71,356
2,198,1705147256,5,356
2,203,1705183425,47,356
2,208,1705183825,74,356
2,200,1705183305,33,356
2,201,1705183338,31,356
2,198,1705183225,31,356
2,199,1705183256,49,356
2,205,1705183519,80,356
2,204,1705183472,47,356
2,207,1705183758,67,356
2,197,1705182801,120,356
2,206,1705183599,120,356
2,202,1705183369,56,356
2,209,1705183899,120,356
2,216,1705184413,28,356
2,211,1705184234,7,356
2,223,1705184728,85,356
2,210,1705184114,90,356
2,210,1705184206,28,356
2,222,1705184674,54,356
2,213,1705184304,25,356
2,221,1705184634,40,356
2,212,1705184241,63,356
2,220,1705184619,15,356
2,215,1705184375,38,356
2,219,1705184551,68,356
2,214,1705184335,40,356
2,218,1705184496,55,356
2,217,1705184441,55,356
2,224,1705215711,92,356
2,227,1705215887,52,356
2,226,1705215853,34,356
2,229,1705215972,26,356
2,228,1705215939,33,356
2,231,1705216015,49,356
2,230,1705215998,17,356
2,225,1705215803,50,356
2,232,1705216064,17,356
2,235,1705216247,22,356
2,234,1705216136,111,356
2,238,1705216476,39,356
2,233,1705216101,35,356
2,237,1705216286,120,356
2,236,1705216269,17,356
2,241,1705261104,54,356
2,242,1705261158,60,356
2,243,1705261218,33,356
2,244,1705261251,110,356
2,245,1705261361,39,356
2,239,1705261009,26,356
2,246,1705261400,31,356
2,247,1705261431,29,356
2,240,1705261035,64,356
2,249,1705267715,102,356
2,250,1705267817,57,356
2,251,1705267874,35,356
2,252,1705267909,19,356
2,260,1705268451,120,356
2,253,1705267928,24,356
2,248,1705267538,72,356
2,248,1705267626,89,356
2,254,1705267952,36,356
2,258,1705268222,82,356
2,255,1705267988,63,356
2,256,1705268051,52,356
2,256,1705268131,11,356
2,257,1705267620,6,356
2,257,1705268103,28,356
2,257,1705268158,64,356
2,259,1705267614,5,356
2,259,1705268304,120,356
2,261,1705268571,76,356
2,262,1705268647,29,356
2,263,1705268676,117,356
2,264,1705268793,29,356
2,265,1705268822,112,356
2,266,1705268934,30,356
2,267,1705268964,56,356
2,268,1705269020,39,356
2,276,1705354918,19,356
2,277,1705354937,71,356
2,278,1705355008,72,356
2,279,1705355080,91,356
2,280,1705355171,33,356
2,281,1705355204,25,356
2,282,1705355229,120,356
2,269,1705354521,51,356
2,269,1705354573,11,356
2,270,1705354584,38,356
2,271,1705354622,81,356
2,272,1705354703,39,356
2,273,1705354742,45,356
2,274,1705354790,89,356
2,275,1705354879,39,356
2,292,1705356233,76,356
2,293,1705356309,78,356
2,283,1705355452,44,356
2,284,1705355496,46,356
2,285,1705355542,88,356
2,286,1705355630,28,356
2,287,1705355658,109,356
2,287,1705355796,11,356
2,291,1705356142,91,356
2,288,1705355767,15,356
2,288,1705355814,120,356
2,289,1705355979,120,356
2,290,1705356122,20,356
2,297,1705356550,99,356
2,296,1705356483,67,356
2,295,1705356444,39,356
2,294,1705356387,57,356
2,299,1705440851,120,356
2,298,1705440561,52,356
2,298,1705440810,41,356
2,297,1705440613,80,356
2,297,1705440739,71,356
2,296,1705440697,42,356
2,304,1705441373,110,356
2,304,1705441491,33,356
2,303,1705441240,120,356
2,303,1705441483,8,356
2,302,1705441174,66,356
2,301,1705441066,108,356
2,300,1705441016,50,356
2,311,1705441926,46,356
2,310,1705441791,120,356
2,309,1705441764,27,356
2,308,1705441691,73,356
2,307,1705441618,73,356
2,306,1705441583,35,356
2,305,1705441524,59,356
2,315,1705527716,39,356
2,314,1705527659,57,356
2,313,1705527538,21,356
2,313,1705527604,55,356
2,312,1705527447,60,356
2,312,1705527559,45,356
2,311,1705527507,28,356
2,324,1705528353,80,356
2,322,1705528243,60,356
2,323,1705528303,50,356
2,320,1705528074,22,356
2,321,1705528096,120,356
2,319,1705528020,54,356
2,318,1705527920,100,356
2,317,1705527801,119,356
2,316,1705527755,46,356
2,325,1705528433,120,356
2,326,1705528576,120,356
2,331,1705528853,95,356
2,328,1705528733,67,356
2,329,1705528800,34,356
2,338,1705529249,52,356
2,336,1705529195,31,356
2,337,1705529226,23,356
2,334,1705529102,23,356
2,335,1705529125,70,356
2,332,1705528948,115,356
2,333,1705529063,39,356
2,330,1705528834,19,356
2,339,1705611791,120,356
2,339,1705611950,12,356
2,340,1705611962,88,356
2,341,1705612050,25,356
2,341,1705612078,66,356
2,342,1705612144,120,356
2,448,1705612307,6,470
2,449,1705612298,9,470
2,447,1705612313,34,470
2,347,1705612579,19,356
2,344,1705612418,41,356
2,344,1705612464,64,356
2,345,1705612528,26,356
2,343,1705612349,69,356
2,353,1705612909,46,356
2,352,1705612805,104,356
2,355,1705613043,58,356
2,354,1705612955,88,356
2,350,1705612718,46,356
2,351,1705612764,41,356
2,348,1705612598,38,356
2,349,1705612636,82,356
2,346,1705612554,25,356
2,356,1705613101,42,356
1,2,1705613210,16,306
1,3,1705613226,17,306
1,4,1705613243,11,306
1,8,1705613269,120,306
1,9,1705613396,112,306
3,1,1706046819,5,655
3,23,1706046854,42,655
3,24,1706046896,40,655
3,24,1706047033,15,655
3,25,1706046936,81,655
3,25,1706047048,14,655
3,26,1706047062,71,655
3,27,1706047138,58,676
3,28,1706047196,63,676
3,29,1706047259,87,676
3,32,1706047350,27,676
3,33,1706047377,85,676
3,34,1706047462,9,676
3,36,1706047475,20,676
3,37,1706047495,40,676
3,38,1706047535,62,676
3,39,1706047597,106,676
3,40,1706047703,86,676
3,41,1706047789,87,676
3,42,1706047876,19,676
3,43,1706047895,41,676
3,44,1706047936,60,676
3,45,1706047996,62,676
3,46,1706048058,44,676
3,47,1706048102,107,676
3,55,1706133897,50,676
3,55,1706133951,39,676
3,51,1706133496,120,676
3,58,1706134185,75,676
3,56,1706133990,118,676
3,52,1706133631,93,676
3,50,1706133412,84,676
3,54,1706133785,112,676
3,49,1706133343,69,676
3,53,1706133724,61,676
3,57,1706134108,77,676
3,60,1706134301,68,676
3,63,1706134502,120,676
3,61,1706134369,71,676
3,64,1706134642,32,676
3,62,1706134440,62,676
3,59,1706134260,41,676
3,71,1706219577,69,676
3,71,1706219670,57,676
3,72,1706219727,120,676
3,68,1706219381,47,676
3,65,1706219117,114,676
3,65,1706219236,6,676
3,69,1706219428,68,676
3,74,1706219986,120,676
3,70,1706219496,81,676
3,70,1706219646,24,676
3,67,1706219302,79,676
3,66,1706219231,5,676
3,66,1706219242,60,676
3,73,1706219894,92,676
3,80,1706220668,8,676
3,80,1706220677,106,676
3,75,1706220155,83,676
3,75,1706220244,37,676
3,76,1706220281,120,676
3,82,1706220859,120,676
3,79,1706220627,41,676
3,78,1706220490,120,676
3,77,1706220418,72,676
3,81,1706220783,76,676
3,84,1706251235,63,676
3,85,1706251298,120,676
3,83,1706251143,92,676
3,88,1706307027,120,676
3,91,1706307349,111,676
3,87,1706306974,53,676
3,90,1706307235,114,676
3,86,1706306851,120,676
3,92,1706307460,99,676
3,95,1706307747,120,676
3,93,1706307559,117,676
3,94,1706307676,58,676
3,94,1706307737,10,676
3,89,1706307182,53,676
3,96,1706393128,120,676
3,96,1706393422,6,676
3,96,1706393488,8,676
1,9,1706737071,40,306
1,9,1706737115,17,306
1,10,1706737132,90,306
1,11,1706737222,64,306
1,10,1706737307,17,317
1,11,1706737324,120,317
1,12,1706737452,81,317
1,13,1706737533,63,317
1,14,1706737596,93,317
1,15,1706737689,18,317
1,15,1706737709,70,317
1,16,1706737779,77,317
1,17,1706737856,120,317
1,18,1706737978,120,317
1,19,1706738108,12,317
1,20,1706738120,103,317
1,21,1706738223,115,317
1,22,1706822615,41,317
1,24,1706822657,28,351
1,25,1706822685,60,351
1,26,1706822745,85,351
1,27,1706822830,120,351
1,28,1706822956,120,351
1,29,1706823078,120,351
1,30,1706823419,59,351
1,31,1706823478,120,351
1,33,1706823975,120,351
1,32,1706823888,87,351
1,38,1706824550,120,351
1,37,1706824489,9,351
1,37,1706824501,49,351
1,35,1706824306,72,351
1,35,1706824382,10,351
1,34,1706824149,120,351
1,36,1706824392,97,351
1,40,1706858398,54,351
1,39,1706858254,120,351
1,41,1706858512,61,353
1,40,1706858454,58,353
1,42,1706858573,120,353
1,42,1706858723,30,353
1,43,1706858753,42,353
1,44,1706858795,78,353
1,45,1706858873,120,353
1,46,1706859036,35,353
1,47,1706859075,42,353
1,48,1706859117,25,353
1,49,1706859142,54,353
1,50,1706859196,64,353
1,51,1706859260,33,353
1,52,1706859293,38,353
1,53,1706859331,55,353
1,54,1706859386,85,353
1,55,1706859471,31,353
1,56,1706859502,38,353
1,57,1706859540,55,353
1,58,1706859595,51,353
1,67,1706910389,46,353
1,68,1706910435,119,353
1,64,1706910360,12,353
1,60,1706910034,15,353
1,60,1706910065,58,353
1,65,1706910372,5,353
1,63,1706910311,49,353
1,66,1706910377,12,353
1,62,1706910226,85,353
1,61,1706910123,103,353
1,59,1706909890,120,353
1,59,1706910049,16,353
1,88,1706911392,7,353
1,80,1706911286,31,353
1,72,1706910758,17,353
1,91,1706911427,120,353
1,75,1706910897,62,353
1,90,1706911400,27,353
1,74,1706910792,105,353
1,70,1706910664,34,353
1,77,1706911073,110,353
1,71,1706910698,55,353
1,84,1706911374,9,353
1,76,1706910959,114,353
1,68,1706910555,46,353
1,79,1706911203,83,353
1,69,1706910601,63,353
1,86,1706911385,5,353
1,78,1706911183,20,353
1,81,1706911317,51,353
1,73,1706910775,17,353
1,92,1706911556,12,353
1,97,1706911757,75,353
1,93,1706911568,11,353
1,95,1706911657,57,353
1,94,1706911579,78,353
1,98,1706911832,111,353
1,96,1706911714,43,353
1,102,1706912039,37,353
1,98,1706911944,18,353
1,98,1706911963,8,353
1,101,1706912021,18,353
1,104,1706912087,8,353
1,100,1706911989,32,353
1,99,1706911971,18,353
1,105,1706997789,64,353
3,99,1706998233,29,676
3,99,1706998265,36,676
3,95,1706997901,26,676
3,95,1706997949,20,676
3,102,1706998641,120,676
3,101,1706998492,120,676
3,97,1706998033,120,676
3,98,1706998157,76,676
3,100,1706998301,120,676
3,96,1706997864,37,676
3,96,1706997927,22,676
3,96,1706997969,64,676
3,103,1706998780,74,676
3,103,1706998855,37,676
3,121,1706998893,64,781
3,121,1706998959,15,781
3,122,1706999435,58,781
3,107,1706999617,120,676
3,110,1707000046,107,676
3,109,1706999900,120,676
3,108,1706999750,120,676
3,105,1706999494,45,676
3,106,1706999539,78,676
3,109,1707082389,5,676
3,114,1707082671,120,676
3,115,1707082887,120,676
3,111,1707082281,104,676
3,111,1707082396,71,676
3,116,1707083010,120,676
3,112,1707082467,33,676
3,112,1707082504,43,676
3,117,1707083192,120,676
3,113,1707082547,120,676
3,122,1707083848,8,676
3,122,1707083858,6,676
3,122,1707083866,118,676
3,118,1707083334,120,676
3,123,1707083984,100,676
3,119,1707083491,120,676
3,124,1707084084,120,676
3,121,1707083721,120,676
3,125,1707084216,110,676
3,120,1707083613,108,676
3,127,1707084412,89,676
3,126,1707084330,82,676
3,132,1707169624,120,676
3,133,1707169756,120,676
3,134,1707169888,100,676
3,135,1707169988,120,676
3,128,1707169182,61,676
3,129,1707169250,10,676
3,129,1707169262,120,676
3,130,1707169422,65,676
3,131,1707169492,120,676
3,136,1707254886,120,676
3,137,1707255178,120,676
3,142,1707255913,120,676
3,138,1707255358,22,676
3,138,1707255384,58,676
3,141,1707255796,117,676
3,139,1707255442,120,676
3,140,1707255610,120,676
3,147,1707256544,62,676
3,149,1707256691,64,676
3,146,1707256473,71,676
3,148,1707256606,85,676
3,145,1707256444,10,676
3,145,1707256464,9,676
3,143,1707256135,120,676
3,144,1707256284,75,676
3,144,1707256361,83,676
3,144,1707256454,10,676
3,155,1707341810,118,676
3,154,1707341717,74,676
3,154,1707341795,13,676
3,153,1707341639,78,676
3,152,1707341564,67,676
3,151,1707341414,120,676
3,150,1707341326,88,676
3,157,1707342150,120,676
3,156,1707341928,120,676
3,159,1707342666,87,676
3,161,1707342886,120,676
3,160,1707342753,120,676
3,158,1707342317,120,676
3,162,1707427828,120,676
3,168,1707428661,120,676
3,165,1707428185,120,676
3,167,1707428536,120,676
3,164,1707428107,78,676
3,166,1707428326,49,676
3,166,1707428377,120,676
3,163,1707428030,77,676
3,170,1707429073,109,676
3,169,1707428828,43,676
3,169,1707428896,120,676
3,168,1707428871,25,676
3,175,1707429635,120,676
3,174,1707429488,120,676
3,173,1707429336,120,676
3,172,1707429265,6,676
3,172,1707429274,62,676
3,171,1707429182,83,676
3,178,1707515219,120,676
3,179,1707515353,63,676
3,176,1707514989,120,676
3,177,1707515157,62,676
3,182,1707515670,120,676
3,183,1707515804,111,676
3,180,1707515421,120,676
3,181,1707515585,85,676
3,184,1707515915,97,676
3,186,1707516178,71,676
3,185,1707516012,120,676
3,195,1707603830,49,676
3,187,1707602985,66,676
3,192,1707603475,120,676
3,193,1707603605,120,676
3,190,1707603297,119,676
3,190,1707603432,6,676
3,191,1707603416,16,676
3,191,1707603438,37,676
3,188,1707603051,120,676
3,196,1707603879,35,676
3,194,1707603745,85,676
3,189,1707603176,120,676
3,196,1707603918,27,676
3,201,1707604315,120,676
3,197,1707603945,107,676
3,200,1707604191,120,676
3,198,1707604052,51,676
3,199,1707604103,88,676
3,203,1707687744,120,676
3,205,1707688071,13,676
3,205,1707688086,48,676
3,202,1707687565,120,676
3,204,1707687908,120,676
3,241,1707688295,88,781
3,239,1707688135,65,781
3,239,1707688208,7,781
3,240,1707688200,8,781
3,240,1707688215,10,781
3,240,1707688226,69,781
3,208,1707688402,86,676
3,211,1707688730,101,676
3,210,1707688605,120,676
3,213,1707688979,120,676
3,207,1707688384,18,676
3,212,1707688831,120,676
3,215,1707689229,90,676
3,214,1707689111,118,676
3,209,1707688488,42,676
3,209,1707688534,71,676
3,216,1707774370,120,676
2,1,1707774693,10,356
2,2,1707774703,29,356
2,3,1707774732,9,356
2,4,1707774741,71,356
2,5,1707774812,85,356
2,6,1707774897,120,356
2,356,1707774677,16,356
2,8,1707775026,9,470
2,9,1707775035,96,470
2,10,1707775131,25,470
2,11,1707775156,28,470
2,11,1707775186,29,470
2,11,1707775216,120,470
2,8,1707775355,76,336
2,9,1707775431,7,336
2,12,1707775440,17,336
2,88,1707775457,77,336
2,92,1707775611,54,347
2,99,1707776203,102,347
2,95,1707775907,36,347
2,98,1707776119,10,347
2,98,1707776130,73,347
2,102,1707776414,27,347
2,90,1707775536,33,347
2,101,1707776364,50,347
2,97,1707775999,114,347
2,91,1707775569,42,347
2,93,1707775665,120,347
2,94,1707775826,81,347
2,100,1707776305,59,347
2,96,1707775943,56,347
2,105,1707860701,31,347
2,103,1707860427,120,347
2,110,1707861224,120,347
2,107,1707860879,70,347
2,104,1707860649,52,347
2,111,1707861351,52,347
2,108,1707860949,120,347
2,106,1707860732,120,347
2,109,1707861083,120,347
2,114,1707861583,104,347
2,112,1707861403,65,347
2,113,1707861468,115,347
2,115,1707861687,89,347
2,118,1707940099,64,347
2,118,1707940174,12,347
2,118,1707940188,45,347
2,118,1707940234,5,347
2,116,1707939846,120,347
2,116,1707939981,8,347
2,116,1707939990,6,347
2,117,1707939996,9,347
2,117,1707940008,48,347
2,117,1707940058,5,347
2,117,1707940064,11,347
2,117,1707940076,23,347
2,119,1707940239,120,347
2,120,1707946091,115,347
2,121,1707946206,30,347
2,135,1707946239,14,383
2,136,1707946253,44,383
2,155,1707946712,22,405
2,154,1707946653,41,405
2,154,1707946695,17,405
2,153,1707946576,77,405
2,152,1707946495,81,405
2,151,1707946444,51,405
2,150,1707946360,84,405
2,149,1707946351,9,405
2,148,1707946315,36,405
2,162,1707946952,31,405
2,161,1707946931,21,405
2,168,1707947133,105,405
2,167,1707947078,27,405
2,167,1707947108,25,405
2,160,1707946871,33,405
2,160,1707946905,26,405
2,166,1707947051,27,405
2,159,1707946834,37,405
2,164,1707946999,49,405
2,158,1707946790,44,405
2,163,1707946983,16,405
2,157,1707946762,28,405
2,147,1707946299,16,405
2,156,1707946734,28,405
2,170,1707947416,120,405
2,171,1707947585,34,405
2,169,1707947238,120,405
2,178,1708033156,26,405
2,179,1708033182,86,405
2,176,1708032929,120,405
2,177,1708033073,83,405
2,175,1708032885,44,405
2,182,1708033522,68,405
2,174,1708032849,32,405
2,183,1708033590,120,405
2,173,1708032813,36,405
2,180,1708033268,120,405
2,172,1708032739,67,405
2,181,1708033409,105,405
2,181,1708033517,5,405
2,186,1708120541,44,405
2,187,1708120585,44,405
2,184,1708120493,24,405
2,198,1708121233,62,405
2,199,1708121295,42,405
2,196,1708121034,120,405
2,197,1708121174,59,405
2,194,1708120978,47,405
2,195,1708121025,9,405
2,192,1708120855,65,405
2,193,1708120920,58,405
2,190,1708120747,95,405
2,191,1708120842,13,405
2,188,1708120629,53,405
2,200,1708121337,72,405
2,189,1708120682,62,405
2,185,1708120517,24,405
2,203,1708121457,31,405
2,208,1708121722,74,405
2,201,1708121409,32,405
2,206,1708121611,79,405
2,207,1708121690,32,405
2,204,1708121488,49,405
2,205,1708121537,74,405
2,202,1708121441,16,405
2,216,1708122566,87,405
2,211,1708122354,24,405
2,210,1708122274,80,405
2,213,1708122415,30,405
2,212,1708122378,37,405
2,219,1708122677,6,405
2,215,1708122485,81,405
2,218,1708122664,13,405
2,214,1708122445,40,405
2,217,1708122653,11,405
2,209,1708122214,60,405
2,224,1708209052,60,405
2,227,1708209174,29,405
2,219,1708208526,40,405
2,219,1708208583,38,405
2,222,1708208885,120,405
2,218,1708208495,31,405
2,231,1708209332,120,405
2,221,1708208714,120,405
2,230,1708209261,71,405
2,220,1708208566,17,405
2,220,1708208624,90,405
2,229,1708209224,37,405
2,223,1708209020,32,405
2,228,1708209203,21,405
2,225,1708209112,38,405
2,226,1708209150,24,405
2,241,1708210286,98,405
2,235,1708209929,66,405
2,234,1708209864,65,405
2,237,1708210034,20,405
2,236,1708209995,39,405
2,239,1708210135,66,405
2,238,1708210054,81,405
2,233,1708209849,15,405
2,240,1708210201,85,405
2,232,1708209788,61,405
2,249,1708292186,58,405
2,250,1708292244,38,405
2,251,1708292282,16,405
2,244,1708292008,12,405
2,245,1708292020,44,405
2,246,1708292064,71,405
2,247,1708292135,32,405
2,256,1708292525,38,405
2,257,1708292563,46,405
2,259,1708292720,71,405
2,260,1708292791,57,405
2,242,1708291923,36,405
2,243,1708291959,49,405
2,252,1708292298,8,405
2,253,1708292306,95,405
2,254,1708292401,55,405
2,255,1708292456,69,405
2,248,1708292167,19,405
2,258,1708292609,111,405
2,261,1708292848,28,405
2,262,1708292876,68,405
2,263,1708292944,49,405
2,276,1708379593,50,405
2,277,1708379643,22,405
2,278,1708379665,26,405
2,279,1708379691,31,405
2,264,1708378888,120,405
2,265,1708379024,17,405
2,266,1708379041,81,405
2,267,1708379122,58,405
2,268,1708379180,10,405
2,269,1708379190,37,405
2,270,1708379227,114,405
2,271,1708379341,43,405
2,280,1708379722,29,405
2,281,1708379751,11,405
2,272,1708379384,94,405
2,273,1708379478,17,405
2,274,1708379495,58,405
2,275,1708379553,40,405
2,292,1708465611,55,405
2,293,1708465666,115,405
2,295,1708465857,120,405
2,294,1708465781,76,405
2,282,1708465131,50,405
2,282,1708465200,5,405
2,283,1708465181,19,405
2,283,1708465205,24,405
2,284,1708465229,78,405
2,285,1708465307,47,405
2,286,1708465354,77,405
2,287,1708465431,20,405
2,291,1708465562,49,405
2,290,1708465556,6,405
2,288,1708465451,84,405
2,289,1708465535,21,405
2,299,1708466169,42,405
2,298,1708466138,31,405
2,297,1708466131,7,405
2,296,1708466105,26,405
2,305,1708466652,42,405
2,304,1708466617,35,405
2,303,1708466531,86,405
2,302,1708466446,85,405
2,301,1708466298,120,405
2,300,1708466211,79,405
2,311,1708551546,9,405
2,310,1708551452,92,405
2,309,1708551432,20,405
2,308,1708551343,89,405
2,307,1708551308,35,405
2,306,1708551163,120,405
2,305,1708551294,8,405
2,315,1708551953,109,405
2,314,1708551902,51,405
2,313,1708551882,20,405
2,312,1708551829,53,405
2,327,1708552621,120,405
2,324,1708552466,101,405
2,325,1708552567,14,405
2,322,1708552410,18,405
2,323,1708552428,35,405
2,320,1708552222,83,405
2,321,1708552305,105,405
2,326,1708552581,33,405
2,319,1708552216,6,405
2,318,1708552209,7,405
2,317,1708552142,67,405
2,316,1708552062,80,405
2,328,1708552756,28,405
2,328,1708552794,6,405
2,328,1708552805,23,405
2,329,1708552828,24,405
2,327,1708552787,7,405
2,327,1708552800,5,405
2,347,1708638831,19,405
2,344,1708638656,43,405
2,345,1708638699,53,405
2,334,1708638127,30,405
2,335,1708638157,76,405
2,332,1708638024,69,405
2,333,1708638093,34,405
2,331,1708637976,48,405
2,342,1708638476,94,405
2,343,1708638570,86,405
2,340,1708638408,47,405
2,341,1708638455,21,405
2,338,1708638340,28,405
2,339,1708638368,40,405
2,336,1708638233,55,405
2,337,1708638288,52,405
2,348,1708638850,18,405
2,349,1708638868,56,405
2,346,1708638752,79,405
