"produksjon og forbruk";"måned";"Elektrisk kraft"
"7.231 Forbruk i produksjon av papirmasse, papir og papp";"2006M04";..
"7.231 Forbruk i produksjon av papirmasse, papir og papp";"2006M05";..
"7.231 Forbruk i produksjon av papirmasse, papir og papp";"2006M06";..
"7.231 Forbruk i produksjon av papirmasse, papir og papp";"2006M07";..
"7.231 Forbruk i produksjon av papirmasse, papir og papp";"2006M08";..
"7.231 Forbruk i produksjon av papirmasse, papir og papp";"2006M09";..
"7.231 Forbruk i produksjon av papirmasse, papir og papp";"2006M10";..
"7.231 Forbruk i produksjon av papirmasse, papir og papp";"2006M11";..
"7.231 Forbruk i produksjon av papirmasse, papir og papp";"2006M12";..
"7.231 Forbruk i produksjon av papirmasse, papir og papp";"2007M01";..
"7.231 Forbruk i produksjon av papirmasse, papir og papp";"2007M02";..
"7.231 Forbruk i produksjon av papirmasse, papir og papp";"2007M03";..
"7.231 Forbruk i produksjon av papirmasse, papir og papp";"2007M04";..
"7.231 Forbruk i produksjon av papirmasse, papir og papp";"2007M05";..
"7.231 Forbruk i produksjon av papirmasse, papir og papp";"2007M06";..
"7.231 Forbruk i produksjon av papirmasse, papir og papp";"2007M07";..
"7.231 Forbruk i produksjon av papirmasse, papir og papp";"2007M08";..
"7.231 Forbruk i produksjon av papirmasse, papir og papp";"2007M09";..
"7.231 Forbruk i produksjon av papirmasse, papir og papp";"2007M10";..
"7.231 Forbruk i produksjon av papirmasse, papir og papp";"2007M11";..
"7.231 Forbruk i produksjon av papirmasse, papir og papp";"2007M12";..
"7.231 Forbruk i produksjon av papirmasse, papir og papp";"2008M01";..
"7.231 Forbruk i produksjon av papirmasse, papir og papp";"2008M02";..
"7.231 Forbruk i produksjon av papirmasse, papir og papp";"2008M03";..
"7.231 Forbruk i produksjon av papirmasse, papir og papp";"2008M04";..
"7.231 Forbruk i produksjon av papirmasse, papir og papp";"2008M05";..
"7.231 Forbruk i produksjon av papirmasse, papir og papp";"2008M06";..
"7.231 Forbruk i produksjon av papirmasse, papir og papp";"2008M07";..
"7.231 Forbruk i produksjon av papirmasse, papir og papp";"2008M08";..
"7.231 Forbruk i produksjon av papirmasse, papir og papp";"2008M09";..
"7.231 Forbruk i produksjon av papirmasse, papir og papp";"2008M10";..
"7.231 Forbruk i produksjon av papirmasse, papir og papp";"2008M11";..
"7.231 Forbruk i produksjon av papirmasse, papir og papp";"2008M12";..
"7.231 Forbruk i produksjon av papirmasse, papir og papp";"2009M01";..
"7.231 Forbruk i produksjon av papirmasse, papir og papp";"2009M02";..
"7.231 Forbruk i produksjon av papirmasse, papir og papp";"2009M03";..
"7.231 Forbruk i produksjon av papirmasse, papir og papp";"2009M04";..
"7.231 Forbruk i produksjon av papirmasse, papir og papp";"2009M05";..
"7.231 Forbruk i produksjon av papirmasse, papir og papp";"2009M06";..
"7.231 Forbruk i produksjon av papirmasse, papir og papp";"2009M07";..
"7.231 Forbruk i produksjon av papirmasse, papir og papp";"2009M08";..
"7.231 Forbruk i produksjon av papirmasse, papir og papp";"2009M09";..
"7.231 Forbruk i produksjon av papirmasse, papir og papp";"2009M10";..
"7.231 Forbruk i produksjon av papirmasse, papir og papp";"2009M11";..
"7.231 Forbruk i produksjon av papirmasse, papir og papp";"2009M12";..
"7.231 Forbruk i produksjon av papirmasse, papir og papp";"2010M01";317916
"7.231 Forbruk i produksjon av papirmasse, papir og papp";"2010M02";354873
"7.231 Forbruk i produksjon av papirmasse, papir og papp";"2010M03";424698
"7.231 Forbruk i produksjon av papirmasse, papir og papp";"2010M04";370835
"7.231 Forbruk i produksjon av papirmasse, papir og papp";"2010M05";397706
"7.231 Forbruk i produksjon av papirmasse, papir og papp";"2010M06";439339
"7.231 Forbruk i produksjon av papirmasse, papir og papp";"2010M07";377288
"7.231 Forbruk i produksjon av papirmasse, papir og papp";"2010M08";384339
"7.231 Forbruk i produksjon av papirmasse, papir og papp";"2010M09";457505
"7.231 Forbruk i produksjon av papirmasse, papir og papp";"2010M10";405865
"7.231 Forbruk i produksjon av papirmasse, papir og papp";"2010M11";407091
"7.231 Forbruk i produksjon av papirmasse, papir og papp";"2010M12";410189
"7.231 Forbruk i produksjon av papirmasse, papir og papp";"2011M01";422425
"7.231 Forbruk i produksjon av papirmasse, papir og papp";"2011M02";317733
"7.231 Forbruk i produksjon av papirmasse, papir og papp";"2011M03";337135
"7.231 Forbruk i produksjon av papirmasse, papir og papp";"2011M04";277804
"7.231 Forbruk i produksjon av papirmasse, papir og papp";"2011M05";344951
"7.231 Forbruk i produksjon av papirmasse, papir og papp";"2011M06";367427
"7.231 Forbruk i produksjon av papirmasse, papir og papp";"2011M07";398396
"7.231 Forbruk i produksjon av papirmasse, papir og papp";"2011M08";399719
"7.231 Forbruk i produksjon av papirmasse, papir og papp";"2011M09";387156
"7.231 Forbruk i produksjon av papirmasse, papir og papp";"2011M10";391963
"7.231 Forbruk i produksjon av papirmasse, papir og papp";"2011M11";411911
"7.231 Forbruk i produksjon av papirmasse, papir og papp";"2011M12";347298
"7.231 Forbruk i produksjon av papirmasse, papir og papp";"2012M01";366924
"7.231 Forbruk i produksjon av papirmasse, papir og papp";"2012M02";342385
"7.231 Forbruk i produksjon av papirmasse, papir og papp";"2012M03";392149
"7.231 Forbruk i produksjon av papirmasse, papir og papp";"2012M04";287790
"7.231 Forbruk i produksjon av papirmasse, papir og papp";"2012M05";321200
"7.231 Forbruk i produksjon av papirmasse, papir og papp";"2012M06";320508
"7.231 Forbruk i produksjon av papirmasse, papir og papp";"2012M07";318692
"7.231 Forbruk i produksjon av papirmasse, papir og papp";"2012M08";335444
"7.231 Forbruk i produksjon av papirmasse, papir og papp";"2012M09";311630
"7.231 Forbruk i produksjon av papirmasse, papir og papp";"2012M10";323791
"7.231 Forbruk i produksjon av papirmasse, papir og papp";"2012M11";334935
"7.231 Forbruk i produksjon av papirmasse, papir og papp";"2012M12";263115
"7.231 Forbruk i produksjon av papirmasse, papir og papp";"2013M01";339766
"7.231 Forbruk i produksjon av papirmasse, papir og papp";"2013M02";317925
"7.231 Forbruk i produksjon av papirmasse, papir og papp";"2013M03";327921
"7.231 Forbruk i produksjon av papirmasse, papir og papp";"2013M04";300595
"7.231 Forbruk i produksjon av papirmasse, papir og papp";"2013M05";288525
"7.231 Forbruk i produksjon av papirmasse, papir og papp";"2013M06";311049
"7.231 Forbruk i produksjon av papirmasse, papir og papp";"2013M07";268400
"7.231 Forbruk i produksjon av papirmasse, papir og papp";"2013M08";282422
"7.231 Forbruk i produksjon av papirmasse, papir og papp";"2013M09";295664
"7.231 Forbruk i produksjon av papirmasse, papir og papp";"2013M10";297982
"7.231 Forbruk i produksjon av papirmasse, papir og papp";"2013M11";290341
"7.231 Forbruk i produksjon av papirmasse, papir og papp";"2013M12";263247
"7.231 Forbruk i produksjon av papirmasse, papir og papp";"2014M01";281206
"7.231 Forbruk i produksjon av papirmasse, papir og papp";"2014M02";276786
"7.231 Forbruk i produksjon av papirmasse, papir og papp";"2014M03";290204
"7.231 Forbruk i produksjon av papirmasse, papir og papp";"2014M04";268738
"7.231 Forbruk i produksjon av papirmasse, papir og papp";"2014M05";303832
"7.231 Forbruk i produksjon av papirmasse, papir og papp";"2014M06";273574
"7.231 Forbruk i produksjon av papirmasse, papir og papp";"2014M07";247552
"7.231 Forbruk i produksjon av papirmasse, papir og papp";"2014M08";276495
"7.231 Forbruk i produksjon av papirmasse, papir og papp";"2014M09";277490
"7.231 Forbruk i produksjon av papirmasse, papir og papp";"2014M10";284104
"7.231 Forbruk i produksjon av papirmasse, papir og papp";"2014M11";289126
"7.231 Forbruk i produksjon av papirmasse, papir og papp";"2014M12";240745
"7.231 Forbruk i produksjon av papirmasse, papir og papp";"2015M01";270302
"7.231 Forbruk i produksjon av papirmasse, papir og papp";"2015M02";255144
"7.231 Forbruk i produksjon av papirmasse, papir og papp";"2015M03";307749
"7.231 Forbruk i produksjon av papirmasse, papir og papp";"2015M04";246123
"7.231 Forbruk i produksjon av papirmasse, papir og papp";"2015M05";245895
"7.231 Forbruk i produksjon av papirmasse, papir og papp";"2015M06";278896
"7.231 Forbruk i produksjon av papirmasse, papir og papp";"2015M07";258736
"7.231 Forbruk i produksjon av papirmasse, papir og papp";"2015M08";266599
"7.231 Forbruk i produksjon av papirmasse, papir og papp";"2015M09";257927
"7.231 Forbruk i produksjon av papirmasse, papir og papp";"2015M10";280845
"7.231 Forbruk i produksjon av papirmasse, papir og papp";"2015M11";317982
"7.231 Forbruk i produksjon av papirmasse, papir og papp";"2015M12";296154
"7.231 Forbruk i produksjon av papirmasse, papir og papp";"2016M01";325255
"7.231 Forbruk i produksjon av papirmasse, papir og papp";"2016M02";316314
"7.231 Forbruk i produksjon av papirmasse, papir og papp";"2016M03";310383
"7.231 Forbruk i produksjon av papirmasse, papir og papp";"2016M04";300724
"7.231 Forbruk i produksjon av papirmasse, papir og papp";"2016M05";304190
"7.231 Forbruk i produksjon av papirmasse, papir og papp";"2016M06";287392
"7.231 Forbruk i produksjon av papirmasse, papir og papp";"2016M07";282189
"7.231 Forbruk i produksjon av papirmasse, papir og papp";"2016M08";289934
"7.231 Forbruk i produksjon av papirmasse, papir og papp";"2016M09";298184
"7.231 Forbruk i produksjon av papirmasse, papir og papp";"2016M10";307486
"7.231 Forbruk i produksjon av papirmasse, papir og papp";"2016M11";298704
"7.231 Forbruk i produksjon av papirmasse, papir og papp";"2016M12";299571
"7.231 Forbruk i produksjon av papirmasse, papir og papp";"2017M01";319571
"7.231 Forbruk i produksjon av papirmasse, papir og papp";"2017M02";302904
"7.231 Forbruk i produksjon av papirmasse, papir og papp";"2017M03";336943
"7.231 Forbruk i produksjon av papirmasse, papir og papp";"2017M04";310652
"7.231 Forbruk i produksjon av papirmasse, papir og papp";"2017M05";325809
"7.231 Forbruk i produksjon av papirmasse, papir og papp";"2017M06";301831
"7.231 Forbruk i produksjon av papirmasse, papir og papp";"2017M07";307607
"7.231 Forbruk i produksjon av papirmasse, papir og papp";"2017M08";315203
"7.231 Forbruk i produksjon av papirmasse, papir og papp";"2017M09";313424
"7.231 Forbruk i produksjon av papirmasse, papir og papp";"2017M10";305092
"7.231 Forbruk i produksjon av papirmasse, papir og papp";"2017M11";321977
"7.231 Forbruk i produksjon av papirmasse, papir og papp";"2017M12";306902
"7.231 Forbruk i produksjon av papirmasse, papir og papp";"2018M01";302635
"7.231 Forbruk i produksjon av papirmasse, papir og papp";"2018M02";287417
"7.231 Forbruk i produksjon av papirmasse, papir og papp";"2018M03";303810
"7.231 Forbruk i produksjon av papirmasse, papir og papp";"2018M04";315150
"7.231 Forbruk i produksjon av papirmasse, papir og papp";"2018M05";306346
"7.231 Forbruk i produksjon av papirmasse, papir og papp";"2018M06";305493
"7.231 Forbruk i produksjon av papirmasse, papir og papp";"2018M07";291405
"7.231 Forbruk i produksjon av papirmasse, papir og papp";"2018M08";293685
"7.231 Forbruk i produksjon av papirmasse, papir og papp";"2018M09";293404
"7.231 Forbruk i produksjon av papirmasse, papir og papp";"2018M10";327587
"7.231 Forbruk i produksjon av papirmasse, papir og papp";"2018M11";296247
"7.231 Forbruk i produksjon av papirmasse, papir og papp";"2018M12";304377
"7.231 Forbruk i produksjon av papirmasse, papir og papp";"2019M01";283541
"7.231 Forbruk i produksjon av papirmasse, papir og papp";"2019M02";267587
"7.231 Forbruk i produksjon av papirmasse, papir og papp";"2019M03";328761
"7.231 Forbruk i produksjon av papirmasse, papir og papp";"2019M04";284879
"7.231 Forbruk i produksjon av papirmasse, papir og papp";"2019M05";308126
"7.231 Forbruk i produksjon av papirmasse, papir og papp";"2019M06";285628
"7.231 Forbruk i produksjon av papirmasse, papir og papp";"2019M07";288791
"7.231 Forbruk i produksjon av papirmasse, papir og papp";"2019M08";298171
"7.231 Forbruk i produksjon av papirmasse, papir og papp";"2019M09";281305
"7.231 Forbruk i produksjon av papirmasse, papir og papp";"2019M10";297607
"7.231 Forbruk i produksjon av papirmasse, papir og papp";"2019M11";296721
"7.231 Forbruk i produksjon av papirmasse, papir og papp";"2019M12";270836
"7.231 Forbruk i produksjon av papirmasse, papir og papp";"2020M01";304406
"7.231 Forbruk i produksjon av papirmasse, papir og papp";"2020M02";287804
"7.231 Forbruk i produksjon av papirmasse, papir og papp";"2020M03";327704
"7.231 Forbruk i produksjon av papirmasse, papir og papp";"2020M04";257095
"7.231 Forbruk i produksjon av papirmasse, papir og papp";"2020M05";262462
"7.231 Forbruk i produksjon av papirmasse, papir og papp";"2020M06";282534
"7.231 Forbruk i produksjon av papirmasse, papir og papp";"2020M07";251580
"7.231 Forbruk i produksjon av papirmasse, papir og papp";"2020M08";241201
"7.231 Forbruk i produksjon av papirmasse, papir og papp";"2020M09";270544
"7.231 Forbruk i produksjon av papirmasse, papir og papp";"2020M10";281740
"7.231 Forbruk i produksjon av papirmasse, papir og papp";"2020M11";302418
"7.231 Forbruk i produksjon av papirmasse, papir og papp";"2020M12";301014
"7.231 Forbruk i produksjon av papirmasse, papir og papp";"2021M01";280599
"7.231 Forbruk i produksjon av papirmasse, papir og papp";"2021M02";281953
"7.231 Forbruk i produksjon av papirmasse, papir og papp";"2021M03";315626
"7.231 Forbruk i produksjon av papirmasse, papir og papp";"2021M04";275009
"7.231 Forbruk i produksjon av papirmasse, papir og papp";"2021M05";274391
"7.231 Forbruk i produksjon av papirmasse, papir og papp";"2021M06";280564
"7.231 Forbruk i produksjon av papirmasse, papir og papp";"2021M07";284940
"7.231 Forbruk i produksjon av papirmasse, papir og papp";"2021M08";289478
"7.231 Forbruk i produksjon av papirmasse, papir og papp";"2021M09";262512
"7.231 Forbruk i produksjon av papirmasse, papir og papp";"2021M10";282915
"7.231 Forbruk i produksjon av papirmasse, papir og papp";"2021M11";286454
"7.231 Forbruk i produksjon av papirmasse, papir og papp";"2021M12";280539
"7.231 Forbruk i produksjon av papirmasse, papir og papp";"2022M01";317274
"7.231 Forbruk i produksjon av papirmasse, papir og papp";"2022M02";279485
"7.231 Forbruk i produksjon av papirmasse, papir og papp";"2022M03";295265
"7.231 Forbruk i produksjon av papirmasse, papir og papp";"2022M04";275528
"7.231 Forbruk i produksjon av papirmasse, papir og papp";"2022M05";294934
"7.231 Forbruk i produksjon av papirmasse, papir og papp";"2022M06";250142
"7.231 Forbruk i produksjon av papirmasse, papir og papp";"2022M07";283623
"7.231 Forbruk i produksjon av papirmasse, papir og papp";"2022M08";282518
"7.231 Forbruk i produksjon av papirmasse, papir og papp";"2022M09";269004
"7.231 Forbruk i produksjon av papirmasse, papir og papp";"2022M10";284238
"7.231 Forbruk i produksjon av papirmasse, papir og papp";"2022M11";280912
"7.231 Forbruk i produksjon av papirmasse, papir og papp";"2022M12";265673
"7.231 Forbruk i produksjon av papirmasse, papir og papp";"2023M01";284149
"7.231 Forbruk i produksjon av papirmasse, papir og papp";"2023M02";252961
"7.231 Forbruk i produksjon av papirmasse, papir og papp";"2023M03";284096
"7.231 Forbruk i produksjon av papirmasse, papir og papp";"2023M04";219229
"7.231 Forbruk i produksjon av papirmasse, papir og papp";"2023M05";223622
"7.231 Forbruk i produksjon av papirmasse, papir og papp";"2023M06";215924
"7.231 Forbruk i produksjon av papirmasse, papir og papp";"2023M07";236667
"7.231 Forbruk i produksjon av papirmasse, papir og papp";"2023M08";245622
"7.231 Forbruk i produksjon av papirmasse, papir og papp";"2023M09";232955
"7.231 Forbruk i produksjon av papirmasse, papir og papp";"2023M10";242798
"7.231 Forbruk i produksjon av papirmasse, papir og papp";"2023M11";231894
"7.231 Forbruk i produksjon av papirmasse, papir og papp";"2023M12";255434
"7.231 Forbruk i produksjon av papirmasse, papir og papp";"2024M01";277209
"7.231 Forbruk i produksjon av papirmasse, papir og papp";"2024M02";253180
"7.231 Forbruk i produksjon av papirmasse, papir og papp";"2024M03";260779
"7.231 Forbruk i produksjon av papirmasse, papir og papp";"2024M04";276688
"7.231 Forbruk i produksjon av papirmasse, papir og papp";"2024M05";248498
"7.231 Forbruk i produksjon av papirmasse, papir og papp";"2024M06";282366
"7.231 Forbruk i produksjon av papirmasse, papir og papp";"2024M07";256104
"7.231 Forbruk i produksjon av papirmasse, papir og papp";"2024M08";280474
"7.231 Forbruk i produksjon av papirmasse, papir og papp";"2024M09";280071
"7.231 Forbruk i produksjon av papirmasse, papir og papp";"2024M10";277228
"7.231 Forbruk i produksjon av papirmasse, papir og papp";"2024M11";282813
"7.231 Forbruk i produksjon av papirmasse, papir og papp";"2024M12";276094
"7.231 Forbruk i produksjon av papirmasse, papir og papp";"2025M01";278323
"7.231 Forbruk i produksjon av papirmasse, papir og papp";"2025M02";262392
"7.232 Forbruk i produksjon av kjemiske råvarer";"1993M01";..
"7.232 Forbruk i produksjon av kjemiske råvarer";"1993M02";..
"7.232 Forbruk i produksjon av kjemiske råvarer";"1993M03";..
"7.232 Forbruk i produksjon av kjemiske råvarer";"1993M04";..
"7.232 Forbruk i produksjon av kjemiske råvarer";"1993M05";..
"7.232 Forbruk i produksjon av kjemiske råvarer";"1993M06";..
"7.232 Forbruk i produksjon av kjemiske råvarer";"1993M07";..
"7.232 Forbruk i produksjon av kjemiske råvarer";"1993M08";..
"7.232 Forbruk i produksjon av kjemiske råvarer";"1993M09";..
"7.232 Forbruk i produksjon av kjemiske råvarer";"1993M10";..
"7.232 Forbruk i produksjon av kjemiske råvarer";"1993M11";..
"7.232 Forbruk i produksjon av kjemiske råvarer";"1993M12";..
"7.232 Forbruk i produksjon av kjemiske råvarer";"1994M01";..
"7.232 Forbruk i produksjon av kjemiske råvarer";"1994M02";..
"7.232 Forbruk i produksjon av kjemiske råvarer";"1994M03";..
"7.232 Forbruk i produksjon av kjemiske råvarer";"1994M04";..
"7.232 Forbruk i produksjon av kjemiske råvarer";"1994M05";..
"7.232 Forbruk i produksjon av kjemiske råvarer";"1994M06";..
"7.232 Forbruk i produksjon av kjemiske råvarer";"1994M07";..
"7.232 Forbruk i produksjon av kjemiske råvarer";"1994M08";..
"7.232 Forbruk i produksjon av kjemiske råvarer";"1994M09";..
"7.232 Forbruk i produksjon av kjemiske råvarer";"1994M10";..
"7.232 Forbruk i produksjon av kjemiske råvarer";"1994M11";..
"7.232 Forbruk i produksjon av kjemiske råvarer";"1994M12";..
"7.232 Forbruk i produksjon av kjemiske råvarer";"1995M01";..
"7.232 Forbruk i produksjon av kjemiske råvarer";"1995M02";..
"7.232 Forbruk i produksjon av kjemiske råvarer";"1995M03";..
"7.232 Forbruk i produksjon av kjemiske råvarer";"1995M04";..
"7.232 Forbruk i produksjon av kjemiske råvarer";"1995M05";..
"7.232 Forbruk i produksjon av kjemiske råvarer";"1995M06";..
"7.232 Forbruk i produksjon av kjemiske råvarer";"1995M07";..
"7.232 Forbruk i produksjon av kjemiske råvarer";"1995M08";..
"7.232 Forbruk i produksjon av kjemiske råvarer";"1995M09";..
"7.232 Forbruk i produksjon av kjemiske råvarer";"1995M10";..
"7.232 Forbruk i produksjon av kjemiske råvarer";"1995M11";..
"7.232 Forbruk i produksjon av kjemiske råvarer";"1995M12";..
"7.232 Forbruk i produksjon av kjemiske råvarer";"1996M01";..
"7.232 Forbruk i produksjon av kjemiske råvarer";"1996M02";..
"7.232 Forbruk i produksjon av kjemiske råvarer";"1996M03";..
"7.232 Forbruk i produksjon av kjemiske råvarer";"1996M04";..
"7.232 Forbruk i produksjon av kjemiske råvarer";"1996M05";..
"7.232 Forbruk i produksjon av kjemiske råvarer";"1996M06";..
"7.232 Forbruk i produksjon av kjemiske råvarer";"1996M07";..
"7.232 Forbruk i produksjon av kjemiske råvarer";"1996M08";..
"7.232 Forbruk i produksjon av kjemiske råvarer";"1996M09";..
"7.232 Forbruk i produksjon av kjemiske råvarer";"1996M10";..
"7.232 Forbruk i produksjon av kjemiske råvarer";"1996M11";..
"7.232 Forbruk i produksjon av kjemiske råvarer";"1996M12";..
"7.232 Forbruk i produksjon av kjemiske råvarer";"1997M01";..
"7.232 Forbruk i produksjon av kjemiske råvarer";"1997M02";..
"7.232 Forbruk i produksjon av kjemiske råvarer";"1997M03";..
"7.232 Forbruk i produksjon av kjemiske råvarer";"1997M04";..
"7.232 Forbruk i produksjon av kjemiske råvarer";"1997M05";..
"7.232 Forbruk i produksjon av kjemiske råvarer";"1997M06";..
"7.232 Forbruk i produksjon av kjemiske råvarer";"1997M07";..
"7.232 Forbruk i produksjon av kjemiske råvarer";"1997M08";..
"7.232 Forbruk i produksjon av kjemiske råvarer";"1997M09";..
"7.232 Forbruk i produksjon av kjemiske råvarer";"1997M10";..
"7.232 Forbruk i produksjon av kjemiske råvarer";"1997M11";..
"7.232 Forbruk i produksjon av kjemiske råvarer";"1997M12";..
"7.232 Forbruk i produksjon av kjemiske råvarer";"1998M01";..
"7.232 Forbruk i produksjon av kjemiske råvarer";"1998M02";..
"7.232 Forbruk i produksjon av kjemiske råvarer";"1998M03";..
"7.232 Forbruk i produksjon av kjemiske råvarer";"1998M04";..
"7.232 Forbruk i produksjon av kjemiske råvarer";"1998M05";..
"7.232 Forbruk i produksjon av kjemiske råvarer";"1998M06";..
"7.232 Forbruk i produksjon av kjemiske råvarer";"1998M07";..
"7.232 Forbruk i produksjon av kjemiske råvarer";"1998M08";..
"7.232 Forbruk i produksjon av kjemiske råvarer";"1998M09";..
"7.232 Forbruk i produksjon av kjemiske råvarer";"1998M10";..
"7.232 Forbruk i produksjon av kjemiske råvarer";"1998M11";..
"7.232 Forbruk i produksjon av kjemiske råvarer";"1998M12";..
"7.232 Forbruk i produksjon av kjemiske råvarer";"1999M01";..
"7.232 Forbruk i produksjon av kjemiske råvarer";"1999M02";..
"7.232 Forbruk i produksjon av kjemiske råvarer";"1999M03";..
"7.232 Forbruk i produksjon av kjemiske råvarer";"1999M04";..
"7.232 Forbruk i produksjon av kjemiske råvarer";"1999M05";..
"7.232 Forbruk i produksjon av kjemiske råvarer";"1999M06";..
"7.232 Forbruk i produksjon av kjemiske råvarer";"1999M07";..
"7.232 Forbruk i produksjon av kjemiske råvarer";"1999M08";..
"7.232 Forbruk i produksjon av kjemiske råvarer";"1999M09";..
"7.232 Forbruk i produksjon av kjemiske råvarer";"1999M10";..
"7.232 Forbruk i produksjon av kjemiske råvarer";"1999M11";..
"7.232 Forbruk i produksjon av kjemiske råvarer";"1999M12";..
"7.232 Forbruk i produksjon av kjemiske råvarer";"2000M01";..
"7.232 Forbruk i produksjon av kjemiske råvarer";"2000M02";..
"7.232 Forbruk i produksjon av kjemiske råvarer";"2000M03";..
"7.232 Forbruk i produksjon av kjemiske råvarer";"2000M04";..
"7.232 Forbruk i produksjon av kjemiske råvarer";"2000M05";..
"7.232 Forbruk i produksjon av kjemiske råvarer";"2000M06";..
"7.232 Forbruk i produksjon av kjemiske råvarer";"2000M07";..
"7.232 Forbruk i produksjon av kjemiske råvarer";"2000M08";..
"7.232 Forbruk i produksjon av kjemiske råvarer";"2000M09";..
"7.232 Forbruk i produksjon av kjemiske råvarer";"2000M10";..
"7.232 Forbruk i produksjon av kjemiske råvarer";"2000M11";..
"7.232 Forbruk i produksjon av kjemiske råvarer";"2000M12";..
"7.232 Forbruk i produksjon av kjemiske råvarer";"2001M01";..
"7.232 Forbruk i produksjon av kjemiske råvarer";"2001M02";..
"7.232 Forbruk i produksjon av kjemiske råvarer";"2001M03";..
"7.232 Forbruk i produksjon av kjemiske råvarer";"2001M04";..
"7.232 Forbruk i produksjon av kjemiske råvarer";"2001M05";..
"7.232 Forbruk i produksjon av kjemiske råvarer";"2001M06";..
"7.232 Forbruk i produksjon av kjemiske råvarer";"2001M07";..
"7.232 Forbruk i produksjon av kjemiske råvarer";"2001M08";..
"7.232 Forbruk i produksjon av kjemiske råvarer";"2001M09";..
"7.232 Forbruk i produksjon av kjemiske råvarer";"2001M10";..
"7.232 Forbruk i produksjon av kjemiske råvarer";"2001M11";..
"7.232 Forbruk i produksjon av kjemiske råvarer";"2001M12";..
"7.232 Forbruk i produksjon av kjemiske råvarer";"2002M01";..
"7.232 Forbruk i produksjon av kjemiske råvarer";"2002M02";..
"7.232 Forbruk i produksjon av kjemiske råvarer";"2002M03";..
"7.232 Forbruk i produksjon av kjemiske råvarer";"2002M04";..
"7.232 Forbruk i produksjon av kjemiske råvarer";"2002M05";..
"7.232 Forbruk i produksjon av kjemiske råvarer";"2002M06";..
"7.232 Forbruk i produksjon av kjemiske råvarer";"2002M07";..
"7.232 Forbruk i produksjon av kjemiske råvarer";"2002M08";..
"7.232 Forbruk i produksjon av kjemiske råvarer";"2002M09";..
"7.232 Forbruk i produksjon av kjemiske råvarer";"2002M10";..
"7.232 Forbruk i produksjon av kjemiske råvarer";"2002M11";..
"7.232 Forbruk i produksjon av kjemiske råvarer";"2002M12";..
"7.232 Forbruk i produksjon av kjemiske råvarer";"2003M01";..
"7.232 Forbruk i produksjon av kjemiske råvarer";"2003M02";..
"7.232 Forbruk i produksjon av kjemiske råvarer";"2003M03";..
"7.232 Forbruk i produksjon av kjemiske råvarer";"2003M04";..
"7.232 Forbruk i produksjon av kjemiske råvarer";"2003M05";..
"7.232 Forbruk i produksjon av kjemiske råvarer";"2003M06";..
"7.232 Forbruk i produksjon av kjemiske råvarer";"2003M07";..
"7.232 Forbruk i produksjon av kjemiske råvarer";"2003M08";..
"7.232 Forbruk i produksjon av kjemiske råvarer";"2003M09";..
"7.232 Forbruk i produksjon av kjemiske råvarer";"2003M10";..
"7.232 Forbruk i produksjon av kjemiske råvarer";"2003M11";..
"7.232 Forbruk i produksjon av kjemiske råvarer";"2003M12";..
"7.232 Forbruk i produksjon av kjemiske råvarer";"2004M01";..
"7.232 Forbruk i produksjon av kjemiske råvarer";"2004M02";..
"7.232 Forbruk i produksjon av kjemiske råvarer";"2004M03";..
"7.232 Forbruk i produksjon av kjemiske råvarer";"2004M04";..
"7.232 Forbruk i produksjon av kjemiske råvarer";"2004M05";..
"7.232 Forbruk i produksjon av kjemiske råvarer";"2004M06";..
"7.232 Forbruk i produksjon av kjemiske råvarer";"2004M07";..
"7.232 Forbruk i produksjon av kjemiske råvarer";"2004M08";..
"7.232 Forbruk i produksjon av kjemiske råvarer";"2004M09";..
"7.232 Forbruk i produksjon av kjemiske råvarer";"2004M10";..
"7.232 Forbruk i produksjon av kjemiske råvarer";"2004M11";..
"7.232 Forbruk i produksjon av kjemiske råvarer";"2004M12";..
"7.232 Forbruk i produksjon av kjemiske råvarer";"2005M01";..
"7.232 Forbruk i produksjon av kjemiske råvarer";"2005M02";..
"7.232 Forbruk i produksjon av kjemiske råvarer";"2005M03";..
"7.232 Forbruk i produksjon av kjemiske råvarer";"2005M04";..
"7.232 Forbruk i produksjon av kjemiske råvarer";"2005M05";..
"7.232 Forbruk i produksjon av kjemiske råvarer";"2005M06";..
"7.232 Forbruk i produksjon av kjemiske råvarer";"2005M07";..
"7.232 Forbruk i produksjon av kjemiske råvarer";"2005M08";..
"7.232 Forbruk i produksjon av kjemiske råvarer";"2005M09";..
"7.232 Forbruk i produksjon av kjemiske råvarer";"2005M10";..
"7.232 Forbruk i produksjon av kjemiske råvarer";"2005M11";..
"7.232 Forbruk i produksjon av kjemiske råvarer";"2005M12";..
"7.232 Forbruk i produksjon av kjemiske råvarer";"2006M01";..
"7.232 Forbruk i produksjon av kjemiske råvarer";"2006M02";..
"7.232 Forbruk i produksjon av kjemiske råvarer";"2006M03";..
"7.232 Forbruk i produksjon av kjemiske råvarer";"2006M04";..
"7.232 Forbruk i produksjon av kjemiske råvarer";"2006M05";..
"7.232 Forbruk i produksjon av kjemiske råvarer";"2006M06";..
"7.232 Forbruk i produksjon av kjemiske råvarer";"2006M07";..
"7.232 Forbruk i produksjon av kjemiske råvarer";"2006M08";..
"7.232 Forbruk i produksjon av kjemiske råvarer";"2006M09";..
